,温度,湿度,VOC,,,,,,,,
2019/12/18 7:07:35,1504,1803,0031,0001,0000,0000,,,0000,,
2019/12/18 7:07:36,1491,1793,0034,0001,0000,0000,,,0000,,
2019/12/18 7:07:37,1458,1768,0032,0001,0000,0000,,,0000,,
2019/12/18 7:07:38,1492,1794,0034,0001,0000,0000,,,0000,,
2019/12/18 7:07:39,1516,1812,0035,0001,0000,0000,,,0000,,
2019/12/18 7:07:40,1517,1813,0030,0001,0000,0000,,,0000,,
2019/12/18 7:07:41,1479,1784,0035,0001,0000,0000,,,0000,,
2019/12/18 7:07:42,1496,1797,0032,0001,0000,0000,,,0000,,
2019/12/18 7:07:43,1496,1797,0032,0001,0000,0000,,,0000,,
2019/12/18 7:07:44,1479,1784,0031,0001,0000,0000,,,0000,,
2019/12/18 7:07:45,1494,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:07:46,1503,1802,0036,0001,0000,0000,,,0000,,
2019/12/18 7:07:47,1491,1793,0033,0001,0000,0000,,,0000,,
2019/12/18 7:07:48,1499,1799,0025,0001,0000,0000,,,0000,,
2019/12/18 7:07:49,1492,1794,0030,0001,0000,0000,,,0000,,
2019/12/18 7:07:50,1490,1792,0033,0001,0000,0000,,,0000,,
2019/12/18 7:07:51,1478,1784,0029,0001,0000,0000,,,0000,,
2019/12/18 7:07:52,1526,1819,0034,0001,0000,0000,,,0000,,
2019/12/18 7:07:53,1515,1811,0030,0001,0000,0000,,,0000,,
2019/12/18 7:07:54,1486,1789,0029,0001,0000,0000,,,0000,,
2019/12/18 7:07:55,1521,1816,0036,0001,0000,0000,,,0000,,
2019/12/18 7:07:56,1478,1784,0034,0001,0000,0000,,,0000,,
2019/12/18 7:07:57,1543,1832,0031,0001,0000,0000,,,0000,,
2019/12/18 7:07:58,1506,1804,0025,0001,0000,0000,,,0000,,
2019/12/18 7:07:59,1508,1806,0029,0001,0000,0000,,,0000,,
2019/12/18 7:08:00,1505,1804,0031,0001,0000,0000,,,0000,,
2019/12/18 7:08:01,1492,1794,0028,0001,0000,0000,,,0000,,
2019/12/18 7:08:02,1489,1791,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:03,1488,1791,0024,0001,0000,0000,,,0000,,
2019/12/18 7:08:04,1534,1826,0034,0001,0000,0000,,,0000,,
2019/12/18 7:08:05,1510,1808,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:06,1493,1795,0031,0001,0000,0000,,,0000,,
2019/12/18 7:08:07,1517,1813,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:08,1532,1824,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:09,1481,1785,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:10,1480,1785,0026,0001,0000,0000,,,0000,,
2019/12/18 7:08:11,1493,1795,0027,0001,0000,0000,,,0000,,
2019/12/18 7:08:12,1518,1813,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:13,1522,1816,0029,0001,0000,0000,,,0000,,
2019/12/18 7:08:14,1512,1809,0031,0001,0000,0000,,,0000,,
2019/12/18 7:08:15,1469,1776,0033,0001,0000,0000,,,0000,,
2019/12/18 7:08:16,1482,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:17,1494,1795,0022,0001,0000,0000,,,0000,,
2019/12/18 7:08:18,1485,1788,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:19,1463,1773,0028,0001,0000,0000,,,0000,,
2019/12/18 7:08:20,1522,1817,0031,0001,0000,0000,,,0000,,
2019/12/18 7:08:21,1514,1811,0024,0001,0000,0000,,,0000,,
2019/12/18 7:08:22,1483,1787,0034,0001,0000,0000,,,0000,,
2019/12/18 7:08:23,1481,1786,0027,0001,0000,0000,,,0000,,
2019/12/18 7:08:24,1478,1784,0027,0001,0000,0000,,,0000,,
2019/12/18 7:08:25,1468,1776,0026,0001,0000,0000,,,0000,,
2019/12/18 7:08:26,1477,1783,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:27,1468,1776,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:28,1514,1810,0027,0001,0000,0000,,,0000,,
2019/12/18 7:08:29,1495,1796,0028,0001,0000,0000,,,0000,,
2019/12/18 7:08:30,1477,1782,0033,0001,0000,0000,,,0000,,
2019/12/18 7:08:31,1503,1802,0033,0001,0000,0000,,,0000,,
2019/12/18 7:08:32,1497,1797,0035,0001,0000,0000,,,0000,,
2019/12/18 7:08:33,1557,1843,0028,0001,0000,0000,,,0000,,
2019/12/18 7:08:34,1489,1792,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:35,1469,1777,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:36,1482,1787,0026,0001,0000,0000,,,0000,,
2019/12/18 7:08:37,1513,1809,0023,0001,0000,0000,,,0000,,
2019/12/18 7:08:38,1477,1783,0034,0001,0000,0000,,,0000,,
2019/12/18 7:08:39,1503,1802,0026,0001,0000,0000,,,0000,,
2019/12/18 7:08:40,1485,1789,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:41,1486,1789,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:42,1500,1800,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:43,1494,1795,0028,0001,0000,0000,,,0000,,
2019/12/18 7:08:44,1499,1799,0029,0001,0000,0000,,,0000,,
2019/12/18 7:08:45,1491,1793,0027,0001,0000,0000,,,0000,,
2019/12/18 7:08:46,1486,1789,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:47,1523,1817,0034,0001,0000,0000,,,0000,,
2019/12/18 7:08:48,1501,1800,0031,0001,0000,0000,,,0000,,
2019/12/18 7:08:49,1530,1822,0029,0001,0000,0000,,,0000,,
2019/12/18 7:08:50,1486,1789,0028,0001,0000,0000,,,0000,,
2019/12/18 7:08:51,1516,1812,0033,0001,0000,0000,,,0000,,
2019/12/18 7:08:52,1522,1817,0031,0001,0000,0000,,,0000,,
2019/12/18 7:08:53,1487,1790,0028,0001,0000,0000,,,0000,,
2019/12/18 7:08:54,1476,1782,0033,0001,0000,0000,,,0000,,
2019/12/18 7:08:55,1500,1800,0032,0001,0000,0000,,,0000,,
2019/12/18 7:08:56,1509,1807,0029,0001,0000,0000,,,0000,,
2019/12/18 7:08:57,1508,1806,0031,0001,0000,0000,,,0000,,
2019/12/18 7:08:58,1487,1791,0030,0001,0000,0000,,,0000,,
2019/12/18 7:08:59,1519,1814,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:00,1501,1801,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:01,1482,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:09:02,1504,1803,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:03,1517,1813,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:04,1494,1796,0032,0001,0000,0000,,,0000,,
2019/12/18 7:09:05,1506,1805,0028,0001,0000,0000,,,0000,,
2019/12/18 7:09:06,1521,1816,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:07,1517,1813,0029,0001,0000,0000,,,0000,,
2019/12/18 7:09:08,1490,1792,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:09,1522,1817,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:10,1506,1804,0036,0001,0000,0000,,,0000,,
2019/12/18 7:09:11,1504,1803,0035,0001,0000,0000,,,0000,,
2019/12/18 7:09:12,1528,1821,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:13,1477,1783,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:14,1538,1829,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:15,1493,1795,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:16,1512,1809,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:17,1474,1781,0028,0001,0000,0000,,,0000,,
2019/12/18 7:09:18,1490,1793,0028,0001,0000,0000,,,0000,,
2019/12/18 7:09:19,1527,1820,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:20,1513,1809,0029,0001,0000,0000,,,0000,,
2019/12/18 7:09:21,1495,1796,0033,0001,0000,0000,,,0000,,
2019/12/18 7:09:22,1484,1788,0033,0001,0000,0000,,,0000,,
2019/12/18 7:09:23,1483,1787,0026,0001,0000,0000,,,0000,,
2019/12/18 7:09:24,1523,1817,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:25,1494,1795,0024,0001,0000,0000,,,0000,,
2019/12/18 7:09:26,1500,1800,0026,0001,0000,0000,,,0000,,
2019/12/18 7:09:27,1499,1799,0038,0001,0000,0000,,,0000,,
2019/12/18 7:09:28,1469,1777,0035,0001,0000,0000,,,0000,,
2019/12/18 7:09:29,1486,1789,0034,0001,0000,0000,,,0000,,
2019/12/18 7:09:30,1512,1809,0032,0001,0000,0000,,,0000,,
2019/12/18 7:09:31,1509,1807,0034,0001,0000,0000,,,0000,,
2019/12/18 7:09:32,1529,1822,0034,0001,0000,0000,,,0000,,
2019/12/18 7:09:33,1471,1778,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:34,1521,1815,0033,0001,0000,0000,,,0000,,
2019/12/18 7:09:35,1524,1818,0029,0001,0000,0000,,,0000,,
2019/12/18 7:09:36,1517,1813,0024,0001,0000,0000,,,0000,,
2019/12/18 7:09:37,1463,1772,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:38,1530,1822,0033,0001,0000,0000,,,0000,,
2019/12/18 7:09:39,1519,1814,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:40,1547,1836,0037,0001,0000,0000,,,0000,,
2019/12/18 7:09:41,1521,1816,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:42,1494,1795,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:43,1491,1794,0025,0001,0000,0000,,,0000,,
2019/12/18 7:09:44,1493,1794,0034,0001,0000,0000,,,0000,,
2019/12/18 7:09:45,1488,1791,0025,0001,0000,0000,,,0000,,
2019/12/18 7:09:46,1476,1782,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:47,1491,1794,0029,0001,0000,0000,,,0000,,
2019/12/18 7:09:48,1501,1801,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:49,1501,1801,0029,0001,0000,0000,,,0000,,
2019/12/18 7:09:50,1491,1793,0032,0001,0000,0000,,,0000,,
2019/12/18 7:09:51,1489,1792,0027,0001,0000,0000,,,0000,,
2019/12/18 7:09:52,1535,1826,0029,0001,0000,0000,,,0000,,
2019/12/18 7:09:53,1513,1810,0033,0001,0000,0000,,,0000,,
2019/12/18 7:09:54,1505,1804,0028,0001,0000,0000,,,0000,,
2019/12/18 7:09:55,1482,1787,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:56,1518,1814,0030,0001,0000,0000,,,0000,,
2019/12/18 7:09:57,1533,1825,0031,0001,0000,0000,,,0000,,
2019/12/18 7:09:58,1501,1801,0032,0001,0000,0000,,,0000,,
2019/12/18 7:09:59,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:00,1546,1834,0033,0001,0000,0000,,,0000,,
2019/12/18 7:10:01,1519,1814,0029,0001,0000,0000,,,0000,,
2019/12/18 7:10:02,1520,1815,0034,0001,0000,0000,,,0000,,
2019/12/18 7:10:03,1484,1788,0027,0001,0000,0000,,,0000,,
2019/12/18 7:10:04,1517,1813,0035,0001,0000,0000,,,0000,,
2019/12/18 7:10:05,1504,1803,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:06,1511,1808,0026,0001,0000,0000,,,0000,,
2019/12/18 7:10:07,1494,1795,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:08,1490,1793,0028,0001,0000,0000,,,0000,,
2019/12/18 7:10:09,1513,1810,0027,0001,0000,0000,,,0000,,
2019/12/18 7:10:10,1491,1793,0026,0001,0000,0000,,,0000,,
2019/12/18 7:10:11,1519,1815,0034,0001,0000,0000,,,0000,,
2019/12/18 7:10:12,1494,1796,0033,0001,0000,0000,,,0000,,
2019/12/18 7:10:13,1471,1778,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:14,1503,1802,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:15,1497,1798,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:16,1502,1802,0027,0001,0000,0000,,,0000,,
2019/12/18 7:10:17,1518,1813,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:18,1482,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:19,1508,1806,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:20,1470,1778,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:21,1488,1791,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:22,1500,1800,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:23,1532,1824,0029,0001,0000,0000,,,0000,,
2019/12/18 7:10:24,1538,1828,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:25,1548,1836,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:26,1470,1778,0033,0001,0000,0000,,,0000,,
2019/12/18 7:10:27,1515,1811,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:28,1488,1791,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:29,1457,1768,0034,0001,0000,0000,,,0000,,
2019/12/18 7:10:30,1502,1802,0026,0001,0000,0000,,,0000,,
2019/12/18 7:10:31,1464,1773,0029,0001,0000,0000,,,0000,,
2019/12/18 7:10:32,1490,1793,0033,0001,0000,0000,,,0000,,
2019/12/18 7:10:33,1511,1808,0036,0001,0000,0000,,,0000,,
2019/12/18 7:10:34,1515,1811,0028,0001,0000,0000,,,0000,,
2019/12/18 7:10:35,1497,1798,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:36,1511,1808,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:37,1493,1794,0031,0001,0000,0000,,,0000,,
2019/12/18 7:10:38,1494,1795,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:39,1508,1806,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:40,1491,1793,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:41,1535,1826,0033,0001,0000,0000,,,0000,,
2019/12/18 7:10:42,1518,1813,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:43,1467,1775,0029,0001,0000,0000,,,0000,,
2019/12/18 7:10:44,1477,1782,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:45,1496,1797,0033,0001,0000,0000,,,0000,,
2019/12/18 7:10:46,1526,1819,0026,0001,0000,0000,,,0000,,
2019/12/18 7:10:47,1456,1767,0025,0001,0000,0000,,,0000,,
2019/12/18 7:10:48,1492,1794,0029,0001,0000,0000,,,0000,,
2019/12/18 7:10:49,1473,1780,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:50,1506,1804,0034,0001,0000,0000,,,0000,,
2019/12/18 7:10:51,1490,1793,0029,0001,0000,0000,,,0000,,
2019/12/18 7:10:52,1499,1799,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:53,1534,1825,0029,0001,0000,0000,,,0000,,
2019/12/18 7:10:54,1550,1838,0026,0001,0000,0000,,,0000,,
2019/12/18 7:10:55,1488,1791,0027,0001,0000,0000,,,0000,,
2019/12/18 7:10:56,1495,1796,0030,0001,0000,0000,,,0000,,
2019/12/18 7:10:57,1499,1800,0032,0001,0000,0000,,,0000,,
2019/12/18 7:10:58,1514,1811,0025,0001,0000,0000,,,0000,,
2019/12/18 7:10:59,1512,1809,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:00,1513,1810,0024,0001,0000,0000,,,0000,,
2019/12/18 7:11:01,1490,1793,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:02,1512,1809,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:03,1503,1802,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:04,1483,1787,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:05,1533,1825,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:06,1504,1803,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:07,1471,1778,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:08,1488,1791,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:09,1507,1806,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:10,1485,1789,0031,0001,0000,0000,,,0000,,
2019/12/18 7:11:11,1531,1823,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:12,1465,1773,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:13,1493,1795,0031,0001,0000,0000,,,0000,,
2019/12/18 7:11:14,1510,1808,0029,0001,0000,0000,,,0000,,
2019/12/18 7:11:15,1517,1813,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:16,1481,1786,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:17,1484,1788,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:18,1485,1789,0025,0001,0000,0000,,,0000,,
2019/12/18 7:11:19,1483,1787,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:20,1514,1811,0031,0001,0000,0000,,,0000,,
2019/12/18 7:11:21,1500,1800,0034,0001,0000,0000,,,0000,,
2019/12/18 7:11:22,1500,1800,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:23,1530,1822,0031,0001,0000,0000,,,0000,,
2019/12/18 7:11:24,1481,1786,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:25,1522,1817,0026,0001,0000,0000,,,0000,,
2019/12/18 7:11:26,1489,1792,0034,0001,0000,0000,,,0000,,
2019/12/18 7:11:27,1524,1818,0023,0001,0000,0000,,,0000,,
2019/12/18 7:11:28,1496,1797,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:29,1492,1794,0026,0001,0000,0000,,,0000,,
2019/12/18 7:11:30,1470,1778,0029,0001,0000,0000,,,0000,,
2019/12/18 7:11:31,1489,1791,0032,0001,0000,0000,,,0000,,
2019/12/18 7:11:32,1508,1806,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:33,1496,1797,0029,0001,0000,0000,,,0000,,
2019/12/18 7:11:34,1492,1794,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:35,1522,1816,0026,0001,0000,0000,,,0000,,
2019/12/18 7:11:36,1519,1814,0027,0001,0000,0000,,,0000,,
2019/12/18 7:11:37,1475,1781,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:38,1527,1820,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:39,1517,1813,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:40,1531,1823,0032,0001,0000,0000,,,0000,,
2019/12/18 7:11:41,1489,1792,0029,0001,0000,0000,,,0000,,
2019/12/18 7:11:42,1529,1822,0031,0001,0000,0000,,,0000,,
2019/12/18 7:11:43,1493,1794,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:44,1490,1793,0034,0001,0000,0000,,,0000,,
2019/12/18 7:11:45,1509,1807,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:46,1477,1783,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:47,1501,1801,0034,0001,0000,0000,,,0000,,
2019/12/18 7:11:48,1485,1788,0031,0001,0000,0000,,,0000,,
2019/12/18 7:11:49,1526,1819,0027,0001,0000,0000,,,0000,,
2019/12/18 7:11:50,1486,1789,0024,0001,0000,0000,,,0000,,
2019/12/18 7:11:51,1497,1798,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:52,1526,1820,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:53,1521,1815,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:54,1514,1810,0030,0001,0000,0000,,,0000,,
2019/12/18 7:11:55,1491,1793,0028,0001,0000,0000,,,0000,,
2019/12/18 7:11:56,1507,1805,0033,0001,0000,0000,,,0000,,
2019/12/18 7:11:57,1491,1793,0034,0001,0000,0000,,,0000,,
2019/12/18 7:11:58,1504,1803,0034,0001,0000,0000,,,0000,,
2019/12/18 7:11:59,1528,1821,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:00,1496,1797,0031,0001,0000,0000,,,0000,,
2019/12/18 7:12:01,1490,1792,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:02,1477,1783,0033,0001,0000,0000,,,0000,,
2019/12/18 7:12:03,1511,1809,0025,0001,0000,0000,,,0000,,
2019/12/18 7:12:04,1498,1799,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:05,1494,1795,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:06,1475,1781,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:07,1500,1800,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:08,1491,1793,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:09,1509,1807,0026,0001,0000,0000,,,0000,,
2019/12/18 7:12:10,1501,1801,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:11,1526,1820,0035,0001,0000,0000,,,0000,,
2019/12/18 7:12:12,1506,1804,0025,0001,0000,0000,,,0000,,
2019/12/18 7:12:13,1494,1796,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:14,1480,1785,0032,0001,0000,0000,,,0000,,
2019/12/18 7:12:15,1472,1779,0025,0001,0000,0000,,,0000,,
2019/12/18 7:12:16,1490,1792,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:17,1503,1802,0027,0001,0000,0000,,,0000,,
2019/12/18 7:12:18,1520,1815,0034,0001,0000,0000,,,0000,,
2019/12/18 7:12:19,1467,1775,0028,0001,0000,0000,,,0000,,
2019/12/18 7:12:20,1488,1791,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:21,1472,1779,0032,0001,0000,0000,,,0000,,
2019/12/18 7:12:22,1484,1788,0032,0001,0000,0000,,,0000,,
2019/12/18 7:12:23,1512,1809,0034,0001,0000,0000,,,0000,,
2019/12/18 7:12:24,1447,1760,0034,0001,0000,0000,,,0000,,
2019/12/18 7:12:25,1490,1792,0033,0001,0000,0000,,,0000,,
2019/12/18 7:12:26,1514,1810,0031,0001,0000,0000,,,0000,,
2019/12/18 7:12:27,1499,1799,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:28,1489,1792,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:29,1494,1795,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:30,1494,1795,0025,0001,0000,0000,,,0000,,
2019/12/18 7:12:31,1526,1820,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:32,1497,1798,0031,0001,0000,0000,,,0000,,
2019/12/18 7:12:33,1510,1808,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:34,1503,1802,0024,0001,0000,0000,,,0000,,
2019/12/18 7:12:35,1495,1796,0028,0001,0000,0000,,,0000,,
2019/12/18 7:12:36,1483,1787,0036,0001,0000,0000,,,0000,,
2019/12/18 7:12:37,1481,1786,0034,0001,0000,0000,,,0000,,
2019/12/18 7:12:38,1487,1790,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:39,1479,1784,0031,0001,0000,0000,,,0000,,
2019/12/18 7:12:40,1485,1789,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:41,1491,1793,0028,0001,0000,0000,,,0000,,
2019/12/18 7:12:42,1460,1770,0036,0001,0000,0000,,,0000,,
2019/12/18 7:12:43,1483,1788,0032,0001,0000,0000,,,0000,,
2019/12/18 7:12:44,1498,1799,0032,0001,0000,0000,,,0000,,
2019/12/18 7:12:45,1488,1791,0028,0001,0000,0000,,,0000,,
2019/12/18 7:12:46,1485,1789,0033,0001,0000,0000,,,0000,,
2019/12/18 7:12:47,1498,1799,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:48,1513,1810,0028,0001,0000,0000,,,0000,,
2019/12/18 7:12:49,1498,1799,0036,0001,0000,0000,,,0000,,
2019/12/18 7:12:50,1535,1827,0031,0001,0000,0000,,,0000,,
2019/12/18 7:12:51,1474,1781,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:52,1531,1823,0033,0001,0000,0000,,,0000,,
2019/12/18 7:12:53,1473,1780,0029,0001,0000,0000,,,0000,,
2019/12/18 7:12:54,1483,1787,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:55,1487,1790,0038,0001,0000,0000,,,0000,,
2019/12/18 7:12:56,1520,1815,0033,0001,0000,0000,,,0000,,
2019/12/18 7:12:57,1491,1793,0027,0001,0000,0000,,,0000,,
2019/12/18 7:12:58,1515,1811,0030,0001,0000,0000,,,0000,,
2019/12/18 7:12:59,1522,1817,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:00,1480,1785,0033,0001,0000,0000,,,0000,,
2019/12/18 7:13:01,1489,1791,0033,0001,0000,0000,,,0000,,
2019/12/18 7:13:02,1485,1789,0025,0001,0000,0000,,,0000,,
2019/12/18 7:13:03,1523,1817,0034,0001,0000,0000,,,0000,,
2019/12/18 7:13:04,1508,1806,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:05,1489,1791,0034,0001,0000,0000,,,0000,,
2019/12/18 7:13:06,1511,1808,0028,0001,0000,0000,,,0000,,
2019/12/18 7:13:07,1495,1797,0035,0001,0000,0000,,,0000,,
2019/12/18 7:13:08,1499,1799,0026,0001,0000,0000,,,0000,,
2019/12/18 7:13:09,1513,1810,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:10,1479,1784,0027,0001,0000,0000,,,0000,,
2019/12/18 7:13:11,1505,1804,0031,0001,0000,0000,,,0000,,
2019/12/18 7:13:12,1461,1771,0034,0001,0000,0000,,,0000,,
2019/12/18 7:13:13,1490,1793,0034,0001,0000,0000,,,0000,,
2019/12/18 7:13:14,1515,1811,0031,0001,0000,0000,,,0000,,
2019/12/18 7:13:15,1487,1790,0030,0001,0000,0000,,,0000,,
2019/12/18 7:13:16,1486,1790,0033,0001,0000,0000,,,0000,,
2019/12/18 7:13:17,1498,1798,0028,0001,0000,0000,,,0000,,
2019/12/18 7:13:18,1488,1791,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:19,1491,1793,0026,0001,0000,0000,,,0000,,
2019/12/18 7:13:20,1491,1793,0030,0001,0000,0000,,,0000,,
2019/12/18 7:13:21,1496,1797,0030,0001,0000,0000,,,0000,,
2019/12/18 7:13:22,1477,1783,0031,0001,0000,0000,,,0000,,
2019/12/18 7:13:23,1455,1766,0031,0001,0000,0000,,,0000,,
2019/12/18 7:13:24,1462,1771,0026,0001,0000,0000,,,0000,,
2019/12/18 7:13:25,1497,1798,0032,0001,0000,0000,,,0000,,
2019/12/18 7:13:26,1505,1804,0032,0001,0000,0000,,,0000,,
2019/12/18 7:13:27,1493,1795,0027,0001,0000,0000,,,0000,,
2019/12/18 7:13:28,1497,1797,0027,0001,0000,0000,,,0000,,
2019/12/18 7:13:29,1485,1789,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:30,1467,1775,0033,0001,0000,0000,,,0000,,
2019/12/18 7:13:31,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:13:32,1507,1805,0024,0001,0000,0000,,,0000,,
2019/12/18 7:13:33,1492,1794,0027,0001,0000,0000,,,0000,,
2019/12/18 7:13:34,1461,1771,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:35,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:13:36,1500,1800,0025,0001,0000,0000,,,0000,,
2019/12/18 7:13:37,1493,1795,0030,0001,0000,0000,,,0000,,
2019/12/18 7:13:38,1534,1826,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:39,1473,1780,0029,0001,0000,0000,,,0000,,
2019/12/18 7:13:40,1520,1815,0030,0001,0000,0000,,,0000,,
2019/12/18 7:13:41,1491,1793,0030,0001,0000,0000,,,0000,,
